Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,14,1,12,1,1,1,13,27,27,42,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.33333333,0,13.9,-0.3,0.79,Enrolled
1,1,3,7,1,1,1,1,1,4,6,0,0,0,1,1,1,19,0,0,5,10,5,11.8,0,0,5,12,3,11.5,0,11.1,0.6,2.02,Enrolled
1,1,5,7,1,1,1,1,14,5,8,0,0,0,0,1,1,18,0,0,5,6,5,12.2,0,0,5,8,4,12,0,8.9,1.4,3.51,Enrolled
1,12,1,4,1,12,1,13,27,2,2,0,0,1,1,1,0,24,0,0,6,10,6,14.88888889,0,0,6,11,6,13.72727273,0,16.2,0.3,-0.92,Enrolled
1,14,1,6,1,1,1,13,28,5,10,1,0,0,0,0,0,19,0,0,6,12,5,13,0,0,6,12,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
1,1,3,12,1,1,1,3,1,5,4,1,0,0,1,0,1,19,0,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,Enrolled
1,8,1,9,1,1,1,1,28,5,6,1,0,0,1,0,0,19,0,0,5,10,1,11,0,0,5,13,0,0,0,12.7,3.7,-1.7,Enrolled
1,8,1,6,1,1,1,1,28,5,10,1,0,0,1,0,0,21,0,0,5,13,3,11.33333333,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,Enrolled
1,1,1,9,1,1,1,23,27,6,7,0,0,0,1,0,1,18,0,0,5,11,4,11.57142857,0,0,5,9,5,12,0,13.9,-0.3,0.79,Enrolled
2,12,1,12,1,1,1,22,27,10,10,1,0,0,1,0,0,39,0,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,Enrolled
1,1,2,9,1,1,1,3,1,4,4,1,1,1,1,1,0,20,0,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,Enrolled
1,14,3,11,1,1,1,3,3,3,3,0,0,0,1,1,0,19,0,0,6,14,3,12.5,0,0,6,9,4,11,0,12.7,3.7,-1.7,Enrolled
2,13,1,17,0,1,1,3,2,3,3,0,0,0,1,1,0,27,0,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,Enrolled
1,12,1,7,1,1,1,1,1,5,5,0,0,0,1,1,0,34,0,0,5,7,0,0,0,0,5,8,1,11,0,10.8,1.4,1.74,Enrolled
2,15,1,7,1,14,1,22,27,10,10,0,0,1,1,1,0,41,0,3,7,15,5,14.33333333,0,1,6,16,6,14.63636364,0,12.4,0.5,1.79,Enrolled
2,12,1,12,1,1,1,22,27,29,37,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled
1,1,1,2,1,1,1,2,3,5,9,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,1,5,1,1,1,13,14,8,10,1,0,0,1,0,0,19,0,0,6,10,2,10.5,0,0,6,6,3,11,0,7.6,2.6,0.32,Enrolled
1,1,1,6,1,1,1,13,27,9,9,0,1,0,1,0,0,21,0,0,6,13,4,12,0,0,6,17,2,11.5,0,11.1,0.6,2.02,Enrolled
1,8,1,16,1,1,1,2,14,4,10,1,0,0,1,0,0,19,0,0,6,8,5,12.33333333,0,0,6,8,5,11,0,15.5,2.8,-4.06,Enrolled
1,14,1,14,1,1,1,13,14,2,2,0,0,1,1,0,0,20,0,0,6,12,5,12.2,0,0,6,8,5,14.6,0,13.9,-0.3,0.79,Enrolled
1,15,1,6,1,14,1,1,1,4,8,1,0,0,1,0,0,20,0,2,6,11,5,14.2,0,0,6,12,2,13.5,0,13.9,-0.3,0.79,Enrolled
1,1,1,16,1,1,1,13,1,10,2,0,0,0,1,0,0,18,0,0,6,8,5,12.8,0,0,6,14,3,10,0,9.4,-0.8,-3.12,Enrolled
1,1,1,5,1,1,1,23,28,10,6,0,0,0,0,0,1,18,0,0,6,7,5,11.8,0,0,6,7,5,13,0,8.9,1.4,3.51,Enrolled
1,1,4,12,1,1,1,3,14,3,4,1,0,0,1,0,0,17,0,0,8,14,5,12.46,0,0,8,14,5,12.46,0,10.8,1.4,1.74,Enrolled
1,1,4,10,1,1,1,13,1,5,6,1,1,0,1,0,0,18,0,0,6,9,5,11.83333333,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Enrolled
1,17,1,6,1,16,1,13,1,10,10,1,0,1,0,0,0,24,0,7,9,9,8,13.125,0,4,9,13,6,13,0,8.9,1.4,3.51,Enrolled
1,9,1,12,1,1,1,13,1,10,5,0,0,0,1,0,1,20,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
1,1,3,6,1,1,1,3,2,5,4,1,0,0,1,0,0,18,0,0,5,14,3,12.33333333,2,0,5,8,5,11.6,0,9.4,-0.8,-3.12,Enrolled
1,8,1,16,1,1,1,1,1,4,5,0,0,1,1,0,0,18,0,0,6,8,4,13.25,0,0,6,10,3,10.66666667,0,12.7,3.7,-1.7,Enrolled
1,16,1,10,1,1,1,13,3,6,3,0,0,1,1,0,0,20,0,5,11,18,8,12.625,0,4,10,10,3,11,0,11.1,0.6,2.02,Enrolled
1,1,4,12,1,1,1,13,14,4,4,1,0,0,1,0,0,19,0,0,7,12,4,12.85,0,0,7,7,7,12.62142857,0,11.1,0.6,2.02,Enrolled
1,15,1,6,1,1,1,1,2,4,4,0,0,0,1,0,0,20,0,0,6,7,6,14.28571429,0,0,6,9,3,13,0,13.9,-0.3,0.79,Enrolled
2,12,1,17,0,1,1,22,27,10,11,0,0,0,1,0,0,34,0,0,5,5,0,0,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,5,14,1,1,1,4,1,5,11,1,0,0,1,0,0,18,0,0,6,10,4,11.25,0,0,6,11,5,12.2,0,8.9,1.4,3.51,Enrolled
1,12,1,3,0,1,16,1,1,5,8,0,0,1,1,0,0,25,1,2,6,6,6,11.33333333,0,0,6,6,4,11.75,0,8.9,1.4,3.51,Enrolled
1,1,1,11,1,1,1,13,14,6,6,1,0,0,1,0,0,21,0,0,6,8,5,11.6,0,0,6,6,5,13,0,12.4,0.5,1.79,Enrolled
2,12,1,17,0,1,1,22,27,10,11,0,0,0,1,0,0,34,0,0,5,12,2,11.5,0,0,5,9,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,2,2,1,1,1,3,29,2,4,1,0,0,1,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1,13,1,12,1,1,1,3,14,3,9,0,0,0,1,1,0,22,0,3,6,7,3,14.5,0,4,7,8,4,14.375,0,15.5,2.8,-4.06,Enrolled
1,1,6,12,1,1,1,1,28,4,10,1,0,0,1,0,0,19,0,0,7,10,5,13.44,0,0,7,8,6,13.06666667,0,12.4,0.5,1.79,Enrolled
1,15,1,6,1,14,1,22,27,10,10,0,0,0,1,0,0,20,0,2,6,8,6,13,0,1,6,18,2,12,0,12.4,0.5,1.79,Enrolled
1,9,4,16,1,1,1,13,28,5,11,1,0,0,1,0,0,19,0,0,6,8,5,12.66666667,0,0,6,8,5,11,0,15.5,2.8,-4.06,Enrolled
5,1,3,6,1,1,1,13,14,5,8,1,0,0,1,0,0,21,0,0,5,13,5,12.2,2,0,5,10,3,11.33333333,1,9.4,-0.8,-3.12,Enrolled
1,8,1,15,1,1,1,23,28,10,6,0,0,0,1,0,0,21,0,0,6,8,5,11.8,0,0,6,8,5,11.83333333,0,15.5,2.8,-4.06,Enrolled
1,14,1,12,1,1,1,13,14,5,8,0,0,0,1,0,1,18,0,0,7,11,5,12.16,0,0,7,7,2,13.4,0,16.2,0.3,-0.92,Enrolled
1,7,1,5,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,6,1,15,0,0,6,7,4,12.5,0,9.4,-0.8,-3.12,Enrolled
1,8,1,6,1,1,1,2,14,3,10,1,0,0,1,0,0,18,0,0,5,12,2,11.5,0,0,5,12,3,11.8,2,10.8,1.4,1.74,Enrolled
1,15,3,6,1,14,1,1,14,5,2,1,0,0,1,0,0,19,0,0,5,10,1,13,1,0,5,8,3,15.33333333,0,12.7,3.7,-1.7,Enrolled
1,8,1,2,1,1,1,1,1,7,8,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,1,6,1,1,1,13,27,4,8,0,0,0,1,0,0,18,0,0,6,13,6,12,0,0,6,16,4,12.75,0,11.1,0.6,2.02,Enrolled
1,8,5,12,1,1,1,1,1,6,5,1,0,0,1,0,0,18,0,0,7,9,7,12.38571429,0,0,8,9,7,12.72857143,0,13.9,-0.3,0.79,Enrolled
1,8,1,8,1,1,1,3,3,3,3,1,0,1,0,0,0,18,0,0,6,9,5,12.4,0,0,6,12,5,14.16666667,0,8.9,1.4,3.51,Enrolled
1,15,1,6,1,14,1,3,1,3,10,1,0,0,1,0,0,21,0,1,6,13,3,11.75,0,1,6,13,5,12.33333333,0,12.4,0.5,1.79,Enrolled
1,8,2,2,1,1,1,1,1,5,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,8,2,10,1,1,1,2,1,4,5,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled
1,1,1,5,1,1,1,13,27,5,5,0,0,0,1,0,1,18,0,1,6,8,6,12,1,0,6,12,5,11.14285714,0,13.9,-0.3,0.79,Enrolled
1,8,1,2,1,1,1,22,27,10,7,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,8,1,7,1,1,1,13,28,10,8,0,0,0,1,1,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16.2,0.3,-0.92,Enrolled
1,1,2,15,1,1,1,23,14,5,8,1,0,0,1,1,1,19,0,0,6,8,4,12,0,0,6,8,6,12.28571429,0,15.5,2.8,-4.06,Enrolled
1,8,2,9,1,1,1,1,28,6,8,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
1,14,1,5,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,13.9,-0.3,0.79,Enrolled
1,15,1,7,1,14,1,1,1,10,9,0,0,0,1,1,1,20,0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
1,14,1,9,1,1,1,22,14,10,9,0,0,0,1,1,0,22,0,0,5,5,0,0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled
1,8,2,9,1,1,1,23,28,5,8,1,0,0,1,1,1,22,0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled
1,1,1,7,1,1,1,23,14,6,6,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,Enrolled
1,1,2,15,1,1,1,3,1,3,5,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,Enrolled
1,14,1,7,1,1,1,3,1,3,4,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
1,8,2,11,1,1,1,13,14,6,8,0,0,0,1,1,1,18,0,0,6,12,3,10.66666667,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
1,1,1,11,1,1,1,23,14,10,5,0,0,0,1,1,0,19,0,0,6,10,4,12.75,0,0,6,12,2,13,0,10.8,1.4,1.74,Enrolled
1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,1,0,24,0,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
1,12,1,6,1,9,1,23,14,10,9,1,0,1,0,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.33333333,0,7.6,2.6,0.32,Enrolled
1,14,1,7,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
1,8,1,12,1,1,1,1,1,5,6,0,0,0,1,1,1,19,0,0,7,11,6,12.52857143,0,0,7,10,6,12.41666667,0,15.5,2.8,-4.06,Enrolled
1,14,2,12,1,1,1,13,1,10,11,0,0,0,1,1,1,21,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
1,15,1,4,1,14,1,5,3,3,3,0,0,0,1,1,0,20,0,1,7,13,3,10.66666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
1,1,2,14,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.71428571,0,11.1,0.6,2.02,Enrolled
1,1,1,16,1,1,1,22,27,10,5,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
1,9,1,6,1,1,1,1,14,4,6,0,0,0,0,1,0,21,0,0,6,10,5,14,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11,3,7.6,2.6,0.32,Enrolled
1,15,1,4,1,14,1,1,28,10,7,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled
1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,1,0,20,0,1,6,8,6,13.42857143,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
1,13,1,7,1,1,1,1,27,6,6,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled
1,15,1,7,1,14,1,5,31,4,3,0,0,0,1,1,0,23,0,3,7,12,3,14,0,1,6,12,1,14,0,12.4,0.5,1.79,Enrolled
1,8,1,5,1,1,1,13,14,8,8,0,0,0,1,1,0,18,0,0,6,7,6,12.33333333,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
1,1,1,9,1,1,1,22,27,10,10,0,0,1,1,1,1,22,0,0,5,8,5,10.66666667,0,0,5,11,2,11,0,15.5,2.8,-4.06,Enrolled
1,9,5,7,1,1,1,3,2,3,4,1,0,0,1,1,0,19,0,0,5,9,5,11.83333333,0,0,5,9,5,14.71428571,0,12.4,0.5,1.79,Enrolled
1,1,3,5,1,1,1,22,27,10,10,1,0,0,1,1,1,22,0,0,6,6,6,11.66666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Enrolled
1,14,1,5,1,1,1,1,2,5,3,0,0,0,1,1,0,38,0,1,6,9,5,16,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled
1,12,1,12,1,1,1,1,27,10,10,1,0,0,1,1,0,27,0,0,7,7,7,14.08571429,0,0,7,7,7,14.08571429,0,7.6,2.6,0.32,Enrolled
1,16,1,7,1,1,1,2,27,3,10,1,0,0,1,1,0,19,0,0,5,10,0,0,0,0,5,7,1,10,0,7.6,2.6,0.32,Enrolled
1,8,1,7,1,1,1,13,14,10,10,0,0,0,1,1,0,20,0,0,5,6,5,15.8,0,0,5,8,5,13.71428571,0,11.1,0.6,2.02,Enrolled
1,8,4,7,1,1,1,22,14,10,5,1,0,0,1,1,0,18,0,0,5,8,4,12.5,0,0,5,7,3,14.66666667,1,7.6,2.6,0.32,Enrolled
1,14,1,14,1,1,1,3,14,5,9,0,0,0,1,1,0,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
1,12,1,7,1,1,1,13,14,10,8,0,0,1,1,1,0,24,0,0,5,12,1,10,0,0,5,11,1,11,0,8.9,1.4,3.51,Enrolled
1,15,1,7,1,14,1,1,14,5,6,1,0,0,1,1,0,22,0,0,5,9,0,0,0,0,5,6,2,11.66666667,0,10.8,1.4,1.74,Enrolled
1,1,1,4,1,1,1,13,14,10,10,0,0,0,1,1,1,19,0,0,6,9,4,12,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
1,1,1,2,1,1,1,1,1,8,5,1,0,1,1,1,0,23,0,13,17,19,13,12.15384615,0,10,17,28,11,11.90909091,1,11.1,0.6,2.02,Enrolled
1,1,1,15,1,1,1,3,2,5,7,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
1,15,1,4,1,1,1,1,1,5,6,0,0,0,1,1,0,20,0,0,6,11,6,11.28571429,0,0,6,12,5,11.77777778,0,16.2,0.3,-0.92,Enrolled
1,8,3,2,1,1,1,3,29,3,6,1,1,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
1,1,2,14,1,1,1,3,1,4,6,1,0,0,1,1,0,20,0,0,6,10,5,14,0,0,6,10,6,12,0,11.1,0.6,2.02,Enrolled
1,12,1,8,1,1,1,13,14,10,6,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12,0,9.4,-0.8,-3.12,Enrolled
1,17,1,4,1,1,1,13,1,10,10,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.44444444,0,8.9,1.4,3.51,Enrolled
1,8,1,7,1,1,1,13,1,5,6,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0,0,13.9,-0.3,0.79,Enrolled
1,1,5,15,1,1,1,22,3,6,3,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.66666667,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9,1,1,1,23,14,10,6,0,0,0,1,1,0,18,0,0,5,11,2,13.5,0,0,5,11,3,12.33333333,0,8.9,1.4,3.51,Enrolled
1,14,1,15,1,1,1,13,28,10,8,1,0,0,1,1,0,22,0,0,6,17,3,11.33333333,3,0,6,14,3,12.33333333,0,15.5,2.8,-4.06,Enrolled
1,1,2,15,1,1,1,3,1,5,5,1,0,0,1,1,0,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
2,12,2,17,0,1,1,22,27,10,10,0,0,0,1,0,0,43,0,0,5,11,3,10.66666667,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
1,12,1,4,1,1,3,1,1,30,29,0,0,0,1,1,0,24,1,0,7,7,7,13.57142857,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
1,8,4,7,1,1,1,23,27,6,8,1,0,0,1,1,0,18,0,0,5,7,4,12,0,0,5,10,3,13,3,7.6,2.6,0.32,Enrolled
2,14,1,6,1,1,1,22,27,10,8,0,0,0,1,1,0,21,0,0,5,11,0,0,2,0,5,11,3,11.66666667,1,9.4,-0.8,-3.12,Enrolled
1,12,1,3,0,1,1,22,27,7,7,0,0,0,1,1,0,39,0,0,6,8,5,11.4,0,1,6,12,3,11,1,7.6,2.6,0.32,Enrolled
1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,34,0,0,7,15,6,11.33333333,0,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
1,1,1,2,1,1,1,1,28,6,10,0,0,1,0,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Enrolled
1,6,1,2,1,1,12,1,1,3,10,0,0,0,1,1,0,21,1,6,12,12,12,15.08333333,0,4,11,15,11,13.08333333,0,8.9,1.4,3.51,Enrolled
1,1,1,9,1,1,1,13,27,5,9,0,0,0,1,1,0,27,0,0,5,12,3,10,0,0,5,12,1,13,0,7.6,2.6,0.32,Enrolled
1,1,1,7,1,1,1,22,27,10,10,1,0,0,1,1,0,18,0,0,5,7,4,10,0,0,5,8,1,16,0,10.8,1.4,1.74,Enrolled
1,15,1,4,1,14,1,22,27,10,2,0,0,0,1,1,1,20,0,0,6,11,5,13.83333333,0,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
1,15,1,8,1,14,1,5,1,3,6,1,0,0,1,1,0,19,0,1,6,13,5,11.6,0,1,6,12,2,11,0,13.9,-0.3,0.79,Enrolled
1,1,1,11,1,1,1,13,28,10,10,1,0,0,1,1,0,23,0,0,6,8,6,12.66666667,0,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
1,14,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,8,6,9,1,1,1,13,28,6,7,1,0,0,1,1,0,20,0,0,5,7,3,12.66666667,1,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
1,8,2,15,1,1,1,1,1,5,5,1,0,0,1,1,0,20,0,0,6,11,3,13.66666667,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
1,1,2,9,1,1,1,1,1,10,7,0,0,0,1,1,0,19,0,0,5,9,5,10.8,0,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
1,6,1,12,1,1,20,3,2,14,5,1,0,0,1,0,0,18,1,0,7,15,4,11.575,0,0,7,10,5,12.42,0,12.4,0.5,1.79,Enrolled
1,8,4,7,1,1,15,1,1,29,36,1,0,0,1,1,0,20,1,0,5,10,4,14.25,0,0,5,14,1,10,0,8.9,1.4,3.51,Enrolled
1,8,1,8,1,1,1,2,14,3,7,1,0,0,1,0,1,18,0,0,6,7,6,12.83333333,1,0,6,8,6,13,0,8.9,1.4,3.51,Enrolled
1,8,2,16,1,1,1,3,1,2,6,1,0,0,1,0,0,19,0,0,6,8,5,11.4,1,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
1,14,1,8,1,1,14,3,4,4,3,0,0,0,1,0,0,19,1,0,5,10,5,14.85714286,2,0,5,7,5,15.14285714,0,9.4,-0.8,-3.12,Enrolled
1,15,1,4,1,14,1,23,28,7,4,0,0,0,1,0,0,19,0,0,6,18,3,11.66666667,0,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled
1,8,3,5,1,1,1,3,3,5,5,1,0,0,1,0,1,20,0,0,6,6,6,12.5,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,Enrolled
1,9,4,7,1,1,1,13,28,32,39,1,0,1,1,1,0,18,0,0,5,11,3,10.66666667,0,0,5,9,3,11.33333333,0,8.9,1.4,3.51,Enrolled
1,1,1,7,1,1,1,13,27,6,9,1,0,0,1,1,0,18,0,0,5,9,4,10.5,0,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled
1,1,2,2,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,14,1,9,1,1,1,23,14,20,36,0,0,0,1,0,0,19,0,0,5,11,5,11.5,0,0,5,9,2,10.66666667,0,13.9,-0.3,0.79,Enrolled
1,1,1,10,1,1,1,23,1,3,5,0,0,0,1,0,0,20,0,0,6,11,1,12,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
1,12,1,3,0,1,1,13,1,10,9,0,0,0,1,0,0,26,0,0,6,14,3,10.66666667,1,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled
1,12,1,9,1,9,1,22,27,10,8,0,0,1,1,0,0,41,0,0,5,6,5,11.6,0,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled
1,12,1,17,0,1,1,13,27,10,9,0,0,0,1,0,0,26,0,0,5,10,4,12,0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
1,9,2,9,1,1,1,1,27,6,6,1,0,0,1,0,0,21,0,0,5,8,3,12,1,0,5,9,3,12.66666667,0,9.4,-0.8,-3.12,Enrolled
1,1,4,9,1,1,1,1,14,5,7,1,0,0,1,0,0,24,0,0,5,11,2,10.5,0,0,5,14,1,11,0,12.7,3.7,-1.7,Enrolled
1,1,4,16,1,1,1,13,1,6,10,1,0,0,1,0,0,18,0,0,6,7,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Enrolled
1,1,1,16,1,1,1,13,27,10,10,1,0,1,0,0,0,22,0,0,7,10,6,11.5,0,0,7,8,6,13.16666667,0,11.1,0.6,2.02,Enrolled
1,8,1,9,1,1,1,13,14,8,8,1,0,0,1,0,0,23,0,0,5,7,2,10,1,0,5,9,1,12,0,9.4,-0.8,-3.12,Enrolled
1,8,3,6,1,1,1,13,27,6,6,1,0,0,1,0,0,21,0,0,5,14,2,13,2,0,5,8,4,12,1,9.4,-0.8,-3.12,Enrolled
1,8,3,16,1,1,1,23,28,8,8,1,0,0,1,0,0,18,0,0,6,8,5,13.4,0,0,6,7,5,12,0,7.6,2.6,0.32,Enrolled
1,8,1,11,1,1,1,1,1,5,10,1,0,0,1,0,0,22,0,0,6,14,4,12.25,0,0,6,11,3,11.33333333,0,7.6,2.6,0.32,Enrolled
1,13,1,5,1,1,1,3,2,3,3,0,0,0,1,0,0,29,0,9,10,15,9,11.55555556,0,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled
1,1,1,12,1,1,1,1,14,5,5,0,0,0,1,1,0,19,0,0,7,7,7,12.2,0,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled
1,1,1,9,1,1,1,1,14,8,8,0,0,0,1,1,1,18,0,0,5,10,4,10.8,0,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled
1,12,9,17,0,1,1,23,28,10,6,0,0,0,1,1,0,28,0,0,5,7,4,12.75,0,0,5,7,5,14.33333333,0,10.8,1.4,1.74,Enrolled
1,1,1,14,1,1,1,1,14,8,6,1,0,0,1,1,0,20,0,0,6,10,6,12.71428571,0,0,6,8,4,13,0,12.4,0.5,1.79,Enrolled
1,14,1,5,1,1,1,3,29,4,8,0,0,0,1,1,0,26,0,5,7,8,7,13.28571429,0,3,8,11,7,12.14285714,0,12.4,0.5,1.79,Enrolled
1,1,1,12,1,1,1,3,1,3,9,0,0,0,1,1,0,20,0,0,7,10,5,13.97666667,0,0,8,9,8,13.22222222,0,12.4,0.5,1.79,Enrolled
1,8,2,16,1,1,1,1,14,10,10,1,0,0,1,1,1,20,0,0,6,6,6,12,0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled
2,12,1,12,1,12,1,22,28,10,8,1,0,0,1,1,0,43,0,0,8,8,7,11.63571429,0,0,8,8,7,11.63571429,0,10.8,1.4,1.74,Enrolled
1,8,5,7,1,1,1,13,14,6,6,1,0,1,1,1,0,18,0,0,5,9,4,12.5,0,0,5,11,5,11.28571429,0,12.4,0.5,1.79,Enrolled
2,12,1,17,0,1,1,19,24,13,13,0,0,0,1,1,0,40,0,0,5,9,3,11,0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled
